source_soil,pH,N_total_mgkg,K_mgkg,habitability_score
Earth,7.204,2.229,7.609,0.5856
Earth,8.957,3.95,8.199,0.1609
Earth,7.512,6.557,12.701,0.7382
Earth,8.983,4.254,11.34,0.166
Earth,6.502,4.763,4.712,0.6714
Earth,7.423,7.966,1.237,0.7801
Earth,7.223,3.794,7.716,0.6405
Earth,7.201,5.308,13.025,0.6988
Earth,6.705,3.557,13.542,0.638
Earth,7.061,3.749,14.387,0.6456
Earth,8.167,5.869,13.314,0.4965
Earth,7.374,7.565,9.121,0.7739
Earth,7.752,4.797,7.224,0.591
Earth,7.631,6.379,11.848,0.6916
Earth,9.128,1.624,11.358,0.0682
Earth,9.216,2.478,8.534,0.0953
Earth,7.979,4.515,2.223,0.5006
Earth,7.49,1.14,13.965,0.5539
Earth,6.82,2.77,7.378,0.6043
Earth,9.36,4.622,6.087,0.1678
Earth,6.681,1.105,9.814,0.5485
Earth,7.393,2.852,10.434,0.6102
Earth,7.394,4.598,3.95,0.6649
Earth,7.461,5.012,12.717,0.6881
Earth,6.993,7.48,5.059,0.7669
Earth,8.849,5.517,3.614,0.2469
Earth,6.867,3.903,6.69,0.6433
Earth,8.405,7.512,11.228,0.4726
Earth,6.872,6.494,14.516,0.7418
Earth,6.712,2.4,12.33,0.5963
Earth,9.228,1.916,14.165,0.0812
Earth,7.07,5.731,2.968,0.7035
Earth,8.964,4.919,1.996,0.1863
Earth,8.134,6.528,8.808,0.526
Earth,6.734,6.172,5.064,0.7211
Earth,9.366,5.376,12.593,0.2008
Earth,7.241,7.905,10.408,0.7871
Earth,9.079,4.735,14.59,0.1803
Earth,7.006,1.792,4.567,0.5673
Earth,9.062,6.798,7.801,0.2457
Earth,6.54,2.763,8.017,0.6047
Earth,8.035,6.441,4.348,0.5513
Earth,8.808,7.7,9.261,0.3426
Earth,9.304,5.878,7.206,0.2129
Earth,9.228,5.172,7.254,0.1883
Earth,8.959,4.223,6.078,0.1676
Earth,9.165,3.551,1.237,0.1255
Earth,7.098,3.471,8.309,0.6298
Earth,7.353,5.455,5.693,0.6966
Earth,7.367,6.259,1.018,0.7201
Earth,7.631,5.75,5.311,0.6628
Earth,7.68,2.389,4.901,0.5285
Earth,8.134,4.458,6.508,0.4513
Earth,6.98,6.541,2.846,0.7318
Earth,8.574,4.33,8.108,0.3017
Earth,7.003,4.756,10.694,0.6772
Earth,7.431,6.398,9.823,0.7338
Earth,8.01,5.629,12.253,0.5393
Earth,8.889,3.865,7.328,0.1795
Earth,8.718,7.268,8.267,0.3565
Earth,8.437,2.138,12.346,0.275
Earth,6.967,7.969,6.988,0.7859
Earth,8.141,1.832,10.822,0.3612
Earth,6.762,1.105,7.084,0.5457
Earth,7.632,7.23,6.848,0.7159
Earth,7.741,2.715,11.643,0.5265
Earth,6.619,6.108,3.448,0.7172
Earth,7.322,6.677,5.74,0.7394
Earth,9.367,7.013,4.138,0.2496
Earth,9.361,7.941,6.028,0.284
Earth,7.557,3.058,4.225,0.5923
Earth,6.629,5.972,9.112,0.7181
Earth,7.037,1.808,12.174,0.5754
Earth,7.677,3.848,12.013,0.5878
Earth,9.343,6.936,6.103,0.2489
Earth,6.924,3.574,14.843,0.6399
Earth,8.791,5.138,9.314,0.2589
Earth,6.826,4.526,6.592,0.665
Earth,9.444,5.522,12.698,0.206
Earth,7.645,7.81,11.218,0.7363
Earth,8.826,1.39,11.49,0.1182
Earth,7.528,5.018,3.746,0.6701
Earth,8.383,7.041,7.557,0.4597
Earth,7.076,4.37,13.066,0.666
Earth,6.938,1.55,8.057,0.5623
Earth,9.314,4.924,10.568,0.1829
Earth,9.253,3.325,9.231,0.1256
Earth,9.162,2.085,12.793,0.0858
Earth,8.376,6.943,4.984,0.4559
Earth,8.925,4.651,9.057,0.1969
Earth,6.707,7.533,2.725,0.7664
Earth,7.504,6.642,10.663,0.7417
Earth,7.441,5.851,11.248,0.716
Earth,8.407,1.035,1.6,0.2355
Earth,7.568,3.995,10.461,0.6277
Earth,6.946,2.382,6.806,0.5902
Earth,8.289,7.376,2.737,0.4977
Earth,8.943,2.222,6.879,0.1036
Earth,7.646,3.002,3.719,0.56
Earth,6.897,4.618,6.818,0.6684
Earth,7.09,2.844,6.381,0.6059
Earth,7.212,2.469,11.337,0.5978
Earth,7.4,5.194,11.839,0.6936
Earth,8.428,1.623,9.498,0.2568
Earth,8.303,1.407,1.318,0.283
Earth,8.588,3.606,14.034,0.2775
Earth,7.588,6.045,10.607,0.693
Earth,8.972,4.884,1.479,0.1817
Earth,7.112,3.96,12.464,0.6511
Earth,7.907,4.96,3.804,0.5417
Earth,8.903,3.558,9.109,0.166
Earth,7.04,7.553,7.533,0.7719
Earth,6.83,1.384,6.878,0.5553
Earth,9.151,5.714,13.456,0.2134
Earth,7.529,7.239,7.123,0.7509
Earth,8.552,6.627,2.055,0.3835
Earth,6.576,2.288,14.253,0.5943
Earth,8.57,3.071,13.887,0.2647
Earth,7.448,6.019,10.582,0.7213
Earth,6.667,1.59,7.55,0.5632
Earth,8.329,6.683,2.3,0.4597
Earth,7.222,6.032,12.07,0.7232
Earth,7.66,6.107,2.057,0.6623
Earth,6.742,1.702,1.96,0.5615
Earth,6.941,6.024,8.523,0.7194
Earth,7.394,5.759,3.242,0.7048
Earth,6.769,6.816,1.108,0.7397
Earth,9.232,1.291,6.924,0.0521
Earth,6.518,1.162,2.921,0.5436
Earth,7.952,3.611,3.247,0.4791
Earth,6.87,2.042,2.077,0.5735
Earth,7.423,4.909,3.871,0.6757
Earth,9.278,7.421,11.017,0.2708
Earth,6.985,3.74,12.325,0.6432
Earth,9.397,6.915,7.335,0.2493
Earth,7.117,1.002,8.092,0.5432
Earth,8.725,2.18,1.457,0.1695
Earth,8.14,1.213,1.97,0.3311
Earth,9.153,3.297,4.606,0.12
Earth,8.162,7.357,8.615,0.5455
Earth,8.104,1.679,11.354,0.3689
Earth,7.086,5.245,9.47,0.693
Earth,6.999,4.16,6.49,0.6521
Earth,9.249,7.569,2.657,0.2676
Earth,7.484,1.858,11.931,0.5769
Earth,7.616,2.484,6.093,0.5543
Earth,8.779,1.207,11.305,0.1271
Earth,7.516,4.038,8.182,0.644
Earth,9.356,2.945,11.341,0.1144
Earth,8.714,7.089,13.702,0.3572
Earth,8.292,5.235,13.894,0.433
Earth,9.143,5.299,8.491,0.1939
Earth,6.649,4.723,8.161,0.6735
Earth,7.271,1.643,4.719,0.5622
Earth,7.895,4.115,14.101,0.5264
Earth,7.181,7.997,7.411,0.7873
Earth,8.732,6.847,2.786,0.3318
Earth,9.258,7.254,7.058,0.261
Earth,7.771,6.763,2.779,0.649
Earth,7.526,1.721,8.035,0.5595
Earth,9.385,2.592,8.858,0.0996
Earth,7.835,1.022,5.729,0.43
Earth,7.967,3.125,2.003,0.4556
Earth,7.555,1.76,14.209,0.5575
Earth,9.229,4.31,11.827,0.1627
Earth,8.207,5.74,12.744,0.478
Earth,8.787,7.122,6.136,0.3265
Earth,8.935,6.245,11.652,0.2517
Earth,7.526,7.57,7.795,0.7642
Earth,7.801,1.377,3.815,0.4517
Earth,9.045,1.085,2.742,0.0407
Earth,7.59,5.629,5.831,0.6729
Earth,8.882,3.025,2.926,0.1482
Earth,9.323,2.775,14.976,0.1121
Earth,8.37,3.316,1.689,0.3279
Earth,8.725,2.889,7.176,0.2
Earth,8.915,4.58,7.329,0.1959
Earth,9.035,4.081,5.209,0.148
Earth,7.685,4.587,8.999,0.6078
Earth,6.654,5.709,3.1,0.7029
Earth,7.706,3.71,11.975,0.5733
Earth,8.521,2.759,5.654,0.2618
Earth,7.851,2.163,9.279,0.468
Earth,8.747,3.446,11.019,0.216
Earth,7.571,6.193,13.447,0.7065
Earth,8.404,6.297,12.701,0.4317
Earth,7.059,5.668,9.516,0.7079
Earth,8.748,2.638,6.438,0.1827
Earth,8.137,5.117,8.045,0.4748
Earth,7.112,4.995,11.762,0.6866
Earth,7.376,4.39,13.286,0.6669
Earth,8.746,4.85,2.453,0.2569
Earth,7.948,4.443,6.388,0.5126
Earth,7.148,4.958,11.866,0.6854
Earth,9.402,6.009,7.043,0.2173
Earth,8.645,1.767,5.651,0.1857
Earth,9.371,6.247,6.759,0.2254
Earth,7.781,1.951,9.44,0.484
Earth,7.925,1.466,14.997,0.4246
Earth,9.194,7.833,7.902,0.282
Earth,8.075,7.699,3.919,0.5817
Earth,8.622,1.423,3.28,0.1791
Earth,7.257,4.103,1.593,0.6452
Earth,7.84,2.304,8.823,0.4761
Earth,6.87,4.397,8.624,0.6625
Earth,7.118,6.811,3.873,0.7423
Earth,6.503,7.654,10.735,0.7786
Earth,6.618,5.44,11.375,0.7018
Earth,9.432,3.477,4.627,0.1263
Earth,7.227,5.223,5.817,0.6886
Earth,8.49,3.184,14.867,0.2963
Earth,9.017,7.369,6.24,0.2641
Earth,8.152,7.093,11.651,0.5426
Earth,6.959,4.908,7.338,0.6791
Earth,8.684,3.274,12.107,0.2319
Earth,8.301,3.054,11.766,0.3517
Earth,8.694,1.234,10.349,0.1556
Earth,8.809,6.711,12.967,0.3114
Earth,9.426,4.153,14.149,0.1595
Earth,8.221,3.276,9.12,0.3835
Earth,7.525,4.298,4.325,0.6464
Earth,8.445,6.731,6.581,0.427
Earth,6.705,1.872,11.616,0.5771
Earth,9.192,7.004,10.112,0.2552
Earth,6.858,7.283,3.489,0.7584
Earth,7.484,7.627,1.717,0.7687
Earth,8.947,3.782,10.561,0.1605
Earth,8.292,2.52,4.515,0.3287
Moon,9.749,6.11,9.619,0.2235
Moon,10.367,2.292,8.038,0.0882
Moon,9.907,3.426,35.21,0.1551
Moon,8.708,5.643,53.306,0.3481
Moon,8.964,4.375,30.136,0.1953
Moon,9.048,6.17,7.576,0.2235
Moon,9.145,7.728,16.061,0.2866
Moon,9.914,1.816,17.24,0.0808
Moon,9.76,5.967,21.893,0.2307
Moon,9.008,2.612,7.18,0.0986
Moon,8.669,3.901,50.245,0.2972
Moon,8.929,1.23,30.778,0.0976
Moon,10.961,1.951,38.547,0.1068
Moon,9.671,3.238,8.359,0.1217
Moon,10.668,3.394,7.706,0.1265
Moon,10.622,7.297,34.323,0.2897
Moon,9.779,6.193,49.365,0.2661
Moon,10.267,7.805,31.424,0.3046
Moon,8.982,5.194,48.891,0.2367
Moon,10.221,2.692,45.55,0.1398
Moon,9.181,3.294,8.793,0.1241
Moon,10.58,3.239,15.098,0.1285
Moon,8.709,3.285,37.886,0.2498
Moon,10.433,5.711,27.175,0.2271
Moon,8.75,4.716,19.535,0.268
Moon,10.703,3.698,25.932,0.1554
Moon,9.261,2.044,27.26,0.0988
Moon,10.136,1.155,50.528,0.091
Moon,9.719,2.532,10.173,0.0988
Moon,9.416,1.752,18.987,0.0803
Moon,10.114,6.498,31.878,0.2593
Moon,10.869,1.787,39.914,0.1025
Moon,8.603,6.07,36.532,0.3812
Moon,10.797,3.7,52.082,0.1816
Moon,10.023,1.514,44.78,0.0978
Moon,10.518,6.689,32.854,0.267
Moon,9.46,5.057,15.734,0.1927
Moon,9.68,2.65,27.544,0.1203
Moon,10.672,7.263,39.669,0.2939
Moon,9.537,1.317,46.898,0.093
Moon,9.837,2.413,52.987,0.1374
Moon,8.55,6.264,35.273,0.4044
Moon,8.896,5.966,31.346,0.2746
Moon,10.104,3.025,5.885,0.1118
Moon,10.292,1.434,8.605,0.0588
Moon,9.957,7.007,12.805,0.258
Moon,8.858,3.196,7.738,0.1668
Moon,9.614,2.37,25.043,0.108
Moon,9.388,4.612,21.844,0.1833
Moon,9.739,7.372,36.868,0.2949
Moon,10.676,1.305,31.783,0.0775
Moon,10.44,6.361,34.799,0.2574
Moon,8.71,5.007,28.599,0.3005
Moon,10.726,3.978,18.887,0.1581
Moon,9.679,6.209,52.641,0.2699
Moon,10.36,7.761,9.32,0.2809
Moon,8.85,2.604,51.945,0.1931
Moon,10.177,2.006,20.562,0.0908
Moon,9.091,7.39,30.633,0.2893
Moon,9.596,5.683,10.442,0.2093
Moon,8.542,4.066,8.547,0.3035
Moon,8.879,5.013,26.477,0.2423
Moon,8.73,6.219,42.085,0.3497
Moon,9.099,6.411,18.468,0.2429
Moon,8.75,7.439,33.117,0.3768
Moon,10.23,3.988,18.933,0.1585
Moon,8.573,3.054,24.431,0.2738
Moon,10.044,5.478,50.322,0.242
Moon,8.852,3.91,47.792,0.2341
Moon,10.863,5.162,30.801,0.2115
Moon,10.833,3.94,16.905,0.1548
Moon,9.064,2.071,14.659,0.0871
Moon,10.036,4.286,52.704,0.2027
Moon,8.57,5.836,15.136,0.3627
Moon,10.829,6.595,45.408,0.2762
Moon,9.807,4.453,23.449,0.1793
Moon,8.608,2.157,54.283,0.2604
Moon,9.356,3.903,23.408,0.16
Moon,8.692,6.504,22.576,0.3528
Moon,9.482,3.89,36.873,0.173
Moon,10.175,5.876,53.076,0.2587
Moon,9.675,4.55,53.81,0.2131
Moon,9.459,2.689,40.36,0.1345
Moon,8.798,6.573,42.73,0.3402
Moon,9.112,1.589,33.17,0.0888
Moon,8.75,4.674,42.789,0.2896
Moon,10.519,2.462,47.989,0.1342
Moon,8.838,1.469,29.305,0.1347
Moon,9.988,4.521,35.993,0.1942
Moon,9.357,4.497,31.866,0.1893
Moon,9.065,5.948,33.124,0.2413
Moon,10.099,6.213,49.502,0.267
Moon,9.643,6.095,22.781,0.2361
Moon,9.5,3.867,15.409,0.1508
Moon,9.982,5.422,27.814,0.2176
Moon,9.728,5.039,15.404,0.1918
Moon,9.259,3.951,29.92,0.1682
Moon,9.898,5.18,50.175,0.2315
Moon,10.174,7.631,35.872,0.3029
Moon,8.567,2.35,47.772,0.2745
Moon,9.665,7.34,13.31,0.2702
Moon,8.644,1.374,50.044,0.2167
Moon,8.966,3.159,35.089,0.157
Moon,9.901,3.017,6.588,0.1122
Moon,10.665,5.385,36.656,0.2251
Moon,10.707,1.919,52.57,0.1197
Moon,8.675,7.176,8.958,0.3685
Moon,9.548,6.8,34.123,0.2721
Moon,9.958,5.564,50.774,0.2455
Moon,8.868,4.209,5.485,0.1969
Moon,10.414,7.531,36.546,0.3001
Moon,10.361,6.815,28.745,0.2673
Moon,10.758,4.495,22.349,0.1797
Moon,8.521,5.913,36.377,0.4029
Moon,9.042,4.969,7.635,0.1815
Moon,10.568,5.116,42.653,0.2217
Moon,10.176,3.317,5.224,0.1213
Moon,10.736,4.235,20.347,0.1686
Moon,8.643,1.547,30.198,0.2034
Moon,9.992,3.501,23.851,0.1464
Moon,9.923,5.871,20.374,0.2259
Moon,8.589,7.673,46.542,0.452
Moon,9.784,7.741,51.742,0.3227
Moon,10.024,4.89,48.686,0.2198
Moon,8.978,5.246,31.122,0.222
Moon,9.183,2.3,49.208,0.1297
Moon,10.101,5.867,51.043,0.2564
Moon,9.671,1.495,25.462,0.0778
Moon,10.645,2.993,19.172,0.1239
Moon,9.356,5.679,9.913,0.2087
Moon,9.167,3.172,28.955,0.14
Moon,10.962,1.349,52.315,0.0995
Moon,10.778,6.823,33.045,0.2719
Moon,8.572,3.172,38.378,0.2919
Moon,10.427,1.442,10.644,0.0611
Moon,8.776,1.524,12.176,0.1402
Moon,8.569,2.762,28.224,0.2687
Moon,9.184,2.246,52.563,0.1312
Moon,9.173,6.42,23.039,0.2477
Moon,10.548,3.252,48.874,0.1627
Moon,10.277,6.633,11.014,0.2432
Moon,10.954,2.217,35.851,0.1134
Moon,10.279,4.45,35.031,0.1908
Moon,9.546,5.816,47.994,0.2516
Moon,10.247,5.564,5.166,0.1999
Moon,10.999,5.208,14.497,0.1968
Moon,10.275,7.474,15.984,0.2776
Moon,10.404,2.6,52.498,0.1435
Moon,10.846,4.456,12.685,0.1686
Moon,8.784,7.188,6.848,0.3304
Moon,10.262,1.545,31.723,0.0858
Moon,10.627,1.391,31.428,0.0801
Moon,10.886,2.633,47.202,0.1394
Moon,9.027,5.431,52.443,0.2425
Moon,9.76,2.819,31.927,0.1306
Moon,10.201,2.332,51.5,0.1331
Moon,9.119,4.212,41.258,0.1887
Moon,10.001,5.295,18.228,0.2036
Moon,9.144,2.74,51.421,0.1473
Moon,9.334,3.105,38.372,0.147
Moon,9.604,5.295,25.705,0.211
Moon,9.823,7.62,39.012,0.3057
Moon,9.623,5.723,25.066,0.2254
Moon,9.733,6.48,10.709,0.2375
Moon,9.246,3.568,40.949,0.1658
Moon,8.897,2.906,46.204,0.1821
Moon,8.618,4.18,41.44,0.3149
Moon,8.99,6.65,16.456,0.2526
Moon,9.955,4.194,52.832,0.1996
Moon,10.465,6.927,6.263,0.2487
Moon,8.923,7.921,21.634,0.3245
Moon,8.771,1.504,18.005,0.1469
Moon,10.373,1.318,7.406,0.0535
Moon,9.263,2.047,25.286,0.0969
Moon,10.879,3.691,36.156,0.1653
Moon,10.286,1.917,49.128,0.1162
Moon,9.317,7.095,54.484,0.3028
Moon,9.224,1.162,45.404,0.0861
Moon,9.809,3.211,28.434,0.1408
Moon,8.698,2.293,41.185,0.2221
Moon,8.794,7.521,47.181,0.379
Moon,8.94,5.686,28.265,0.2474
Moon,10.437,7.384,44.253,0.3027
Moon,9.785,7.806,29.133,0.3024
Moon,8.526,4.48,24.325,0.339
Moon,10.184,2.64,31.305,0.1237
Moon,9.559,2.356,38.793,0.1213
Moon,9.777,2.56,41.344,0.131
Moon,9.035,5.96,22.837,0.2314
Moon,9.879,1.283,33.566,0.0785
Moon,10.948,1.36,50.494,0.0981
Moon,8.684,5.257,53.816,0.3433
Moon,9.21,5.494,16.362,0.2087
Moon,9.107,5.657,14.642,0.2126
Moon,9.121,3.603,38.834,0.1649
Moon,9.447,6.642,25.734,0.2582
Moon,10.545,4.735,6.211,0.1719
Moon,10.782,1.738,22.343,0.0832
Moon,9.006,6.58,45.337,0.2756
Moon,9.857,7.671,44.871,0.3134
Moon,10.092,1.42,29.734,0.0794
Moon,9.805,3.739,28.629,0.1595
Moon,9.585,4.413,33.975,0.1884
Moon,8.98,2.025,15.97,0.0935
Moon,9.721,7.074,31.302,0.2789
Moon,9.503,2.989,5.552,0.1102
Moon,10.489,6.481,28.778,0.2556
Moon,10.409,5.697,21.803,0.2212
Moon,8.835,5.186,38.743,0.2753
Moon,8.721,2.345,36.918,0.2119
Moon,10.77,2.545,24.042,0.1131
Moon,9.839,1.331,5.364,0.052
Moon,10.645,2.685,17.614,0.1116
Moon,8.645,3.418,36.667,0.2745
Moon,9.816,6.832,8.619,0.2477
Moon,9.849,3.565,10.382,0.1351
Moon,10.652,6.282,37.352,0.2572
Moon,8.744,4.076,42.788,0.2708
Moon,9.101,6.494,21.077,0.2484
Moon,9.516,7.834,29.484,0.3037
Moon,10.665,2.679,52.286,0.146
Moon,10.847,7.036,52.277,0.2986
Moon,10.982,5.353,20.375,0.2077
Moon,10.898,6.721,45.499,0.2807
Moon,8.515,5.561,34.697,0.3911
Moon,8.619,3.968,53.774,0.3196
Moon,8.869,2.597,28.881,0.1634
Moon,9.372,1.49,43.735,0.0959
Moon,10.575,4.749,43.407,0.2096
Moon,10.732,7.932,29.872,0.3075
Moon,8.967,6.166,44.782,0.2716
Moon,10.049,3.291,18.052,0.1333
Moon,10.793,6.79,11.113,0.2488
Moon,9.659,6.383,26.258,0.2497
Moon,8.759,2.971,52.182,0.2366
Moon,9.645,1.1,30.037,0.0685
Moon,9.439,1.827,36.763,0.1007
Moon,9.944,7.141,36.208,0.2861
Moon,9.597,6.856,11.629,0.2516
Moon,8.543,3.066,24.515,0.2841
Moon,10.985,2.996,40.347,0.1452
Moon,9.859,6.55,53.6,0.2829
Moon,9.684,7.564,13.401,0.2781
Moon,10.887,6.454,25.522,0.2514
Moon,8.89,5.239,9.755,0.2299
Moon,8.973,2.699,17.119,0.1205
Moon,10.52,4.68,23.838,0.1876
Moon,9.152,2.635,32.032,0.1242
Moon,10.498,6.656,16.528,0.2495
Moon,9.179,3.709,16.378,0.1462
Moon,8.583,6.836,43.891,0.4222
Moon,9.793,3.671,53.132,0.1816
Moon,8.992,6.769,21.181,0.2609
Moon,10.395,3.333,39.4,0.1561
Moon,10.103,4.081,17.904,0.1607
Moon,10.809,5.308,51.398,0.2372
Moon,10.457,1.492,38.645,0.0909
Moon,8.952,7.637,45.134,0.3285
Moon,10.5,5.015,7.468,0.183
Moon,10.104,4.555,34.925,0.1943
Moon,10.172,6.876,31.381,0.272
Moon,10.581,7.06,19.65,0.2668
Moon,9.935,4.656,18.121,0.1811
Moon,9.665,7.491,34.001,0.2962
Moon,10.092,1.453,40.324,0.0912
Moon,9.245,1.793,6.659,0.0694
Moon,8.956,5.178,33.37,0.2291
Moon,10.041,3.478,13.523,0.1353
Moon,9.085,4.25,12.018,0.1608
Moon,8.7,3.297,36.156,0.2516
Moon,8.501,3.833,20.544,0.3209
Moon,10.021,6.759,27.044,0.2636
Moon,9.405,5.154,23.0,0.2034
Moon,10.381,7.981,37.417,0.3168
Moon,9.438,6.508,28.506,0.2563
Moon,9.715,2.916,53.173,0.1552
Moon,9.518,2.85,22.619,0.1224
Moon,10.126,3.351,42.014,0.1593
Moon,9.39,6.903,17.865,0.2595
Moon,10.909,1.191,30.438,0.0721
Moon,10.84,2.611,32.628,0.124
Moon,10.62,7.334,21.455,0.2782
Moon,10.801,5.479,28.589,0.2204
Moon,9.623,2.588,18.964,0.1095
Moon,9.841,2.534,5.3,0.094
Moon,10.355,7.038,15.782,0.2621
Moon,10.24,7.256,40.003,0.294
Moon,10.727,2.793,43.548,0.1413
Moon,10.291,3.944,19.01,0.157
Moon,10.995,6.842,25.402,0.2649
Moon,9.371,6.397,6.868,0.2308
Moon,10.582,6.697,16.853,0.2513
Moon,10.244,4.629,43.961,0.206
Moon,10.228,7.381,35.299,0.2936
Moon,9.315,3.282,15.289,0.1301
Moon,10.464,2.097,17.872,0.0913
Moon,10.751,5.961,45.84,0.2545
Moon,9.046,4.775,15.454,0.1826
Moon,10.064,6.982,21.708,0.2661
Moon,9.48,1.568,38.218,0.0931
Moon,10.974,6.906,33.056,0.2748
Moon,9.697,3.053,28.044,0.1349
Moon,9.071,5.584,49.987,0.2454
Moon,9.455,1.281,15.986,0.0608
Moon,10.135,5.267,42.071,0.2264
Moon,8.69,6.021,12.953,0.3269
Moon,10.009,3.581,35.787,0.1611
Moon,10.828,2.508,48.531,0.1363
Moon,10.626,4.763,27.895,0.1946
Moon,8.669,6.832,41.215,0.3906
Moon,10.983,3.265,46.02,0.1603
Moon,10.247,2.767,11.801,0.1087
Moon,8.906,2.953,40.291,0.1751
Moon,8.531,7.644,50.992,0.4748
Moon,8.928,3.515,33.819,0.1808
Moon,10.595,1.025,14.306,0.0502
Moon,8.554,6.472,11.347,0.3865
Moon,9.083,5.895,17.987,0.2243
Moon,10.393,1.9,10.176,0.0767
Moon,9.965,7.894,30.67,0.307
Moon,10.457,5.256,8.485,0.1925
Moon,10.365,4.505,16.17,0.1739
Moon,8.627,3.676,26.996,0.2801
Moon,10.731,7.291,28.696,0.2839
Moon,9.068,2.708,33.27,0.128
Moon,9.883,3.0,40.281,0.1453
Moon,10.111,1.857,7.361,0.0724
Moon,8.922,6.314,9.031,0.2562
Moon,10.941,5.169,8.043,0.189
Moon,9.72,5.263,26.158,0.2104
Moon,8.644,2.529,7.092,0.2142
Moon,10.843,5.558,42.304,0.2368
Moon,9.966,6.358,16.15,0.2387
Moon,10.248,3.505,51.961,0.1746
Moon,9.813,6.609,29.32,0.2607
Moon,10.587,3.442,27.316,0.1478
Moon,8.583,6.307,44.027,0.4038
Moon,9.171,1.236,40.658,0.0839
Moon,9.674,4.858,35.365,0.2054
Moon,8.692,7.787,51.757,0.4271
Moon,10.265,7.869,26.113,0.3015
Moon,9.484,2.972,45.427,0.1495
Moon,9.182,4.09,24.005,0.1671
Moon,8.508,1.441,46.917,0.2612
Moon,10.3,7.113,17.974,0.2669
Moon,10.585,4.98,19.463,0.1938
Moon,9.488,3.696,38.893,0.1682
Moon,9.911,1.789,15.636,0.0783
Moon,9.069,7.627,16.458,0.2834
Moon,10.055,4.712,20.263,0.1852
Moon,8.53,2.98,38.946,0.2998
Moon,9.722,3.452,49.469,0.1703
Moon,10.111,2.895,38.728,0.14
Moon,10.795,5.213,46.391,0.2288
Moon,9.453,7.51,32.178,0.295
Moon,10.413,6.997,8.446,0.2533
Moon,9.994,4.223,10.023,0.1578
Moon,10.818,6.785,32.72,0.2702
Moon,9.496,3.962,21.39,0.1601
Moon,9.298,2.766,16.028,0.1128
Moon,10.718,7.884,28.313,0.3042
Moon,8.623,3.127,38.325,0.2734
Moon,8.841,3.266,24.25,0.1916
Moon,8.706,7.928,45.127,0.4206
Moon,10.608,1.937,41.926,0.1097
Moon,8.527,6.324,41.746,0.4209
Moon,10.654,7.551,54.259,0.3185
Moon,9.628,4.583,19.761,0.1802
Moon,8.51,1.018,37.236,0.2362
Moon,9.504,3.625,47.774,0.1747
Moon,8.967,1.781,33.976,0.1073
Moon,10.061,3.913,44.475,0.1814
Moon,10.198,6.53,25.723,0.2543
Moon,9.719,4.071,34.525,0.177
Moon,8.601,4.023,7.783,0.2815
Moon,10.14,4.898,54.288,0.2257
Moon,10.605,5.072,45.001,0.2225
Moon,10.301,6.994,48.44,0.2932
Moon,10.575,3.158,39.715,0.1503
Moon,9.001,6.752,14.303,0.2506
Moon,10.722,4.962,6.551,0.1802
Moon,9.305,3.104,48.233,0.1569
Moon,8.534,3.066,24.817,0.2876
Moon,10.608,3.528,18.193,0.1417
Moon,10.855,5.359,33.084,0.2206
Moon,10.139,2.616,26.045,0.1176
Moon,9.079,7.442,37.583,0.2981
Moon,9.129,5.024,29.19,0.205
Moon,9.666,7.44,39.862,0.3003
Moon,10.745,1.325,47.671,0.094
Moon,8.874,3.398,14.778,0.1757
Moon,10.565,1.16,21.472,0.0621
Moon,9.228,2.906,26.841,0.1285
Moon,10.521,7.034,53.103,0.2993
Moon,10.801,1.256,23.267,0.0672
Moon,9.569,4.053,24.055,0.1659
Moon,9.413,1.823,37.674,0.1015
Moon,10.506,3.918,25.96,0.1631
Moon,9.824,6.872,52.561,0.2931
Moon,10.211,5.361,49.723,0.2374
Moon,10.057,6.157,30.67,0.2462
Moon,8.882,3.444,37.239,0.197
Moon,10.612,7.611,7.902,0.2743
Moon,8.989,5.965,39.787,0.2521
Moon,10.831,3.953,40.36,0.1787
Moon,9.126,3.985,22.96,0.1624
Moon,10.335,7.431,15.984,0.2761
Moon,9.212,5.035,50.754,0.227
Moon,9.294,5.945,26.335,0.2344
Moon,9.275,3.919,37.685,0.1749
Moon,10.37,2.566,6.666,0.0965
Moon,9.892,6.065,25.703,0.238
Moon,10.707,5.255,45.863,0.2298
Moon,9.268,4.509,24.379,0.1822
Moon,10.23,5.368,35.158,0.223
Moon,10.382,2.458,15.493,0.1015
Moon,8.879,6.558,25.826,0.2958
Moon,9.501,7.637,51.382,0.3187
Moon,9.707,7.238,33.323,0.2866
Moon,9.389,3.25,50.097,0.1638
Moon,9.305,3.842,50.101,0.1846
Moon,10.216,6.659,52.207,0.2853
Moon,9.04,5.166,49.77,0.2306
Moon,10.273,4.835,5.164,0.1744
Moon,10.838,7.486,51.701,0.3137
Moon,9.913,4.752,11.873,0.1782
Moon,10.029,4.605,6.996,0.1682
Moon,8.672,1.294,7.769,0.1623
Moon,10.661,1.486,22.446,0.0745
Moon,9.214,1.052,36.04,0.0729
Moon,10.038,7.393,25.116,0.2839
Moon,10.948,3.859,6.278,0.1413
Moon,9.989,4.28,28.824,0.1786
Moon,10.312,6.918,27.107,0.2692
Moon,9.613,5.265,42.842,0.2271
Moon,8.651,5.267,18.981,0.3197
Moon,10.494,3.076,15.877,0.1235
Moon,8.587,6.837,17.797,0.3946
Moon,10.252,2.161,20.187,0.0958
Moon,8.557,1.372,34.958,0.2305
